"Date","Price","Open","High","Low","Vol.","Change %"
"20-07-2023","162.40","156.00","168.00","155.65","20.55M","4.88%"
"19-07-2023","154.85","142.40","157.20","140.05","20.74M","9.28%"
"18-07-2023","141.70","135.50","147.25","135.40","11.13M","4.96%"
"17-07-2023","135.00","137.00","137.25","134.75","1.34M","-0.84%"
"14-07-2023","136.15","136.50","137.10","135.35","979.56K","-0.22%"
"13-07-2023","136.45","138.35","139.05","135.25","1.49M","-0.80%"
"12-07-2023","137.55","137.80","139.90","136.80","1.80M","0.55%"
"11-07-2023","136.80","136.80","141.40","136.25","2.43M","0.85%"
"10-07-2023","135.65","139.00","139.30","135.05","1.03M","-2.13%"
"07-07-2023","138.60","139.00","140.50","136.75","1.95M","-0.11%"
"06-07-2023","138.75","138.90","141.40","137.95","2.52M","0.18%"
"05-07-2023","138.50","137.85","144.40","137.25","4.17M","1.02%"
"04-07-2023","137.10","140.50","141.00","136.70","1.90M","-1.83%"
"03-07-2023","139.65","139.35","141.60","137.50","1.74M","1.01%"
"30-06-2023","138.25","140.20","140.80","138.00","902.09K","-0.50%"
"28-06-2023","138.95","142.60","143.50","138.00","1.38M","-1.63%"
"27-06-2023","141.25","141.40","143.25","140.05","1.81M","0.75%"
"26-06-2023","140.20","144.20","144.50","138.85","2.03M","-2.13%"
"23-06-2023","143.25","145.60","145.60","142.45","1.34M","-1.31%"
"22-06-2023","145.15","148.45","151.30","143.50","1.98M","-1.76%"
"21-06-2023","147.75","147.20","149.75","145.55","2.29M","0.85%"
"20-06-2023","146.50","151.85","152.20","145.35","3.10M","-2.82%"
"19-06-2023","150.75","153.50","158.00","150.00","7.33M","-0.53%"
"16-06-2023","151.55","150.75","155.25","150.70","5.27M","1.41%"
"15-06-2023","149.45","149.85","153.20","148.20","4.48M","-0.33%"
"14-06-2023","149.95","144.70","152.50","143.05","9.26M","4.24%"
"13-06-2023","143.85","140.65","146.30","140.25","4.67M","3.19%"
"12-06-2023","139.40","137.70","141.85","136.90","3.50M","1.60%"
"09-06-2023","137.20","138.15","138.75","135.80","1.29M","0.11%"
"08-06-2023","137.05","136.30","143.20","136.10","3.66M","0.74%"
"07-06-2023","136.05","133.55","139.00","132.35","4.04M","2.68%"
"06-06-2023","132.50","133.70","134.10","131.50","1.34M","-0.23%"
"05-06-2023","132.80","135.80","136.45","132.20","1.40M","-1.34%"
"02-06-2023","134.60","134.95","138.55","134.00","1.63M","0.49%"
"01-06-2023","133.95","134.60","137.20","133.50","1.29M","-0.56%"
"31-05-2023","134.70","134.35","137.50","132.25","3.10M","-2.81%"
"30-05-2023","138.60","139.85","141.20","138.00","1.08M","-0.75%"
"29-05-2023","139.65","138.70","140.90","138.15","1.31M","1.20%"
"26-05-2023","138.00","139.60","142.10","137.20","2.14M","-0.65%"
"25-05-2023","138.90","139.35","145.40","137.70","4.04M","0.22%"
"24-05-2023","138.60","139.40","144.00","137.50","2.16M","-0.75%"
"23-05-2023","139.65","134.75","145.80","133.60","5.90M","3.71%"
"22-05-2023","134.65","138.30","138.75","133.85","1.18M","-2.04%"
"19-05-2023","137.45","137.00","140.40","131.40","3.97M","1.14%"
"18-05-2023","135.90","138.35","140.50","135.00","2.06M","-0.88%"
"17-05-2023","137.10","141.00","142.45","136.40","1.35M","-2.70%"
"16-05-2023","140.90","143.50","147.10","140.55","1.87M","-2.25%"
"15-05-2023","144.15","146.65","147.40","143.50","851.36K","-1.67%"
"12-05-2023","146.60","147.85","150.30","146.05","1.12M","-0.85%"
"11-05-2023","147.85","148.90","149.95","146.50","1.33M","-0.64%"
"10-05-2023","148.80","150.95","151.70","147.75","839.84K","-1.00%"
"09-05-2023","150.30","151.10","153.40","148.45","1.73M","-1.41%"
"08-05-2023","152.45","155.10","156.00","151.10","1.16M","-0.75%"
"05-05-2023","153.60","153.80","157.50","152.15","1.74M","-0.61%"
"04-05-2023","154.55","154.40","157.80","153.60","1.64M","0.52%"
"03-05-2023","153.75","154.00","156.80","150.85","1.73M","-0.77%"
"02-05-2023","154.95","158.95","159.45","154.30","1.26M","-1.65%"
"28-04-2023","157.55","161.70","163.10","155.90","1.85M","-1.96%"
"27-04-2023","160.70","154.20","163.15","153.20","5.21M","4.62%"
"26-04-2023","153.60","157.80","158.65","153.10","1.27M","-2.72%"
"25-04-2023","157.90","157.95","160.80","157.40","1.78M","0.03%"
"24-04-2023","157.85","160.80","161.40","156.75","1.11M","-0.94%"
"21-04-2023","159.35","160.30","163.85","157.30","2.66M","-0.13%"
"20-04-2023","159.55","160.30","161.45","158.65","1.53M","0.22%"
"19-04-2023","159.20","159.05","164.20","157.30","2.81M","-0.28%"
"18-04-2023","159.65","161.35","163.00","158.25","1.99M","-1.45%"
"17-04-2023","162.00","164.50","166.05","160.55","2.63M","-2.14%"
"13-04-2023","165.55","155.00","168.85","154.45","6.24M","6.33%"
"12-04-2023","155.70","157.90","159.70","155.05","2.69M","-1.05%"
"11-04-2023","157.35","147.95","161.25","147.55","7.88M","7.19%"
"10-04-2023","146.80","151.90","152.80","146.05","1.18M","-3.04%"
"06-04-2023","151.40","151.80","155.25","149.90","2.21M","0.00%"
"05-04-2023","151.40","146.95","154.20","145.55","2.72M","3.42%"
"03-04-2023","146.40","145.90","147.50","145.10","1.07M","1.49%"
"31-03-2023","144.25","142.85","145.65","142.60","2.36M","1.91%"
"29-03-2023","141.55","136.55","143.90","135.75","3.52M","2.95%"
"28-03-2023","137.50","142.45","142.95","136.50","1.30M","-3.31%"
"27-03-2023","142.20","144.45","144.80","141.60","1.05M","-0.63%"
"24-03-2023","143.10","148.30","149.35","142.40","1.20M","-3.44%"
"23-03-2023","148.20","148.65","151.00","147.25","1.36M","-0.47%"
"22-03-2023","148.90","147.60","150.40","146.45","1.22M","1.40%"
"21-03-2023","146.85","149.05","150.60","145.50","1.65M","-0.81%"
"20-03-2023","148.05","149.00","154.70","144.85","4.21M","-0.40%"
"17-03-2023","148.65","143.10","153.00","143.10","10.47M","5.24%"
"16-03-2023","141.25","146.50","146.50","140.65","1.37M","-3.72%"
"15-03-2023","146.70","146.95","149.20","144.55","2.24M","1.66%"
"14-03-2023","144.30","140.10","145.80","135.75","2.06M","3.33%"
"13-03-2023","139.65","147.20","148.20","138.15","2.05M","-5.16%"
"10-03-2023","147.25","144.75","149.40","142.65","3.01M","0.61%"
"09-03-2023","146.35","153.50","155.40","143.50","3.54M","-4.84%"
"08-03-2023","153.80","140.80","154.85","138.95","5.07M","9.23%"
"06-03-2023","140.80","143.90","145.80","139.60","2.04M","-1.71%"
"03-03-2023","143.25","136.80","144.60","135.50","3.57M","5.49%"
"02-03-2023","135.80","137.45","139.40","133.75","1.80M","0.07%"
"01-03-2023","135.70","133.20","137.00","131.30","2.43M","3.83%"
"28-02-2023","130.70","128.55","132.80","127.00","2.20M","2.31%"
"27-02-2023","127.75","126.95","136.50","126.00","5.04M","0.63%"
"24-02-2023","126.95","117.95","127.35","116.80","3.50M","9.63%"
"23-02-2023","115.80","119.00","119.00","114.60","1.11M","-2.32%"
"22-02-2023","118.55","120.45","120.60","117.10","1.55M","-1.86%"
"21-02-2023","120.80","124.20","124.55","120.00","763.74K","-2.30%"
"20-02-2023","123.65","127.50","127.70","122.65","1.27M","-2.68%"
"17-02-2023","127.05","130.95","131.70","125.85","1.16M","-1.93%"
"16-02-2023","129.55","129.75","131.65","128.10","657.34K","0.86%"
"15-02-2023","128.45","123.90","128.90","122.50","1.16M","4.18%"
"14-02-2023","123.30","128.20","129.00","122.30","822.49K","-3.33%"
"13-02-2023","127.55","132.15","134.50","126.50","1.08M","-2.60%"
"10-02-2023","130.95","127.20","132.00","126.65","858.59K","2.87%"
"09-02-2023","127.30","124.45","129.30","123.60","1.15M","3.04%"
"08-02-2023","123.55","123.90","125.00","122.50","608.66K","0.24%"
"07-02-2023","123.25","125.00","126.45","122.10","658.42K","-0.96%"
"06-02-2023","124.45","119.70","126.60","119.50","1.21M","2.51%"
"03-02-2023","121.40","121.00","124.60","115.35","1.57M","0.08%"
"02-02-2023","121.30","122.05","125.90","118.80","1.16M","-0.78%"
"01-02-2023","122.25","127.00","130.70","120.35","1.37M","-2.28%"
"31-01-2023","125.10","121.00","125.10","119.35","881.51K","4.99%"
"30-01-2023","119.15","120.10","123.80","117.55","1.21M","-2.26%"
"27-01-2023","121.90","128.05","130.40","121.75","1.35M","-4.88%"
"25-01-2023","128.15","132.05","132.90","127.65","742.82K","-2.99%"
"24-01-2023","132.10","135.05","135.15","131.75","469.02K","-1.20%"
"23-01-2023","133.70","139.00","139.00","132.90","591.74K","-1.87%"
"20-01-2023","136.25","137.50","140.30","135.70","1.40M","-0.91%"
"19-01-2023","137.50","139.25","142.75","137.00","749.35K","-1.43%"
"18-01-2023","139.50","141.90","142.85","139.00","718.45K","-1.27%"
"17-01-2023","141.30","141.60","145.00","140.25","1.64M","1.47%"
"16-01-2023","139.25","134.15","139.25","133.80","716.38K","4.98%"
"13-01-2023","132.65","133.00","134.45","131.55","760.92K","0.26%"
"12-01-2023","132.30","135.10","135.60","131.50","727.93K","-1.49%"
"11-01-2023","134.30","134.10","135.25","132.85","537.86K","0.98%"
"10-01-2023","133.00","136.40","136.65","132.70","481.50K","-1.52%"
"09-01-2023","135.05","132.55","135.80","131.50","820.58K","3.73%"
"06-01-2023","130.20","134.40","134.50","129.80","1.13M","-2.65%"
"05-01-2023","133.75","137.80","137.90","131.95","1.12M","-1.98%"
"04-01-2023","136.45","138.90","140.50","135.00","838.29K","-1.55%"
"03-01-2023","138.60","137.70","142.30","137.50","788.90K","0.54%"
"02-01-2023","137.85","139.45","139.90","136.85","643.83K","0.11%"
"30-12-2022","137.70","136.70","140.85","136.50","950.38K","1.40%"
"29-12-2022","135.80","136.50","137.05","133.60","880.83K","-0.51%"
"28-12-2022","136.50","134.70","141.30","134.35","2.10M","1.41%"
"27-12-2022","134.60","129.10","134.60","127.40","1.94M","4.99%"
"26-12-2022","128.20","125.00","132.40","122.30","4.06M","-0.39%"
"23-12-2022","128.70","131.10","133.00","128.70","1.48M","-4.98%"
"22-12-2022","135.45","142.40","144.00","135.45","1.97M","-4.98%"
"21-12-2022","142.55","150.55","150.80","142.35","1.53M","-4.84%"
"20-12-2022","149.80","151.00","152.00","148.20","654.97K","-0.56%"
"19-12-2022","150.65","151.70","152.95","149.50","646.77K","-0.30%"
"16-12-2022","151.10","151.90","154.70","149.60","1.93M","1.48%"
"15-12-2022","148.90","154.00","155.70","148.85","2.18M","-4.95%"
"14-12-2022","156.65","155.60","161.70","153.15","3.11M","-0.38%"
"13-12-2022","157.25","164.00","164.00","156.75","1.94M","-2.81%"
"12-12-2022","161.80","155.25","162.45","153.00","2.97M","4.56%"
"09-12-2022","154.75","155.30","160.70","154.10","1.38M","0.45%"
"08-12-2022","154.05","154.20","156.80","152.10","596.75K","-0.10%"
"07-12-2022","154.20","157.55","157.70","152.55","651.01K","-1.41%"
"06-12-2022","156.40","155.50","160.65","155.30","1.09M","-0.95%"
"05-12-2022","157.90","164.35","164.35","157.15","945.77K","-3.07%"
"02-12-2022","162.90","158.00","163.75","154.10","1.60M","4.36%"
"01-12-2022","156.10","157.00","159.10","154.85","697.20K","-1.01%"
"30-11-2022","157.70","155.00","160.90","153.10","2.69M","2.30%"
"29-11-2022","154.15","154.35","158.00","152.10","801.79K","0.33%"
"28-11-2022","153.65","154.40","159.20","153.00","1.22M","-0.42%"
"25-11-2022","154.30","147.70","154.40","144.95","1.57M","4.93%"
"24-11-2022","147.05","143.50","150.50","143.50","387.24K","0.62%"
"23-11-2022","146.15","142.40","147.85","141.50","496.35K","3.43%"
"22-11-2022","141.30","147.00","147.00","140.00","478.05K","-2.72%"
"21-11-2022","145.25","147.50","148.40","144.35","428.06K","-1.63%"
"18-11-2022","147.65","147.35","152.25","147.25","561.95K","1.10%"
"17-11-2022","146.05","148.55","150.45","145.60","528.09K","-1.75%"
"16-11-2022","148.65","151.00","153.20","147.65","607.05K","-1.78%"
"15-11-2022","151.35","152.30","156.70","150.65","609.98K","-1.34%"
"14-11-2022","153.40","149.25","153.50","145.00","1.28M","4.92%"
"11-11-2022","146.20","144.40","148.80","142.85","602.58K","2.35%"
"10-11-2022","142.85","146.95","148.40","141.50","467.48K","-2.59%"
"09-11-2022","146.65","154.90","154.95","145.65","704.57K","-4.12%"
"07-11-2022","152.95","147.80","153.90","145.10","1.09M","3.94%"
"04-11-2022","147.15","139.20","147.15","139.00","757.94K","4.99%"
"03-11-2022","140.15","140.05","142.30","139.20","198.58K","-0.28%"
"02-11-2022","140.55","142.00","142.00","139.00","258.41K","-0.07%"
"01-11-2022","140.65","140.25","143.00","138.10","288.24K","-0.57%"
"31-10-2022","141.45","143.80","144.00","138.30","531.69K","-0.32%"
"28-10-2022","141.90","142.00","144.00","140.50","455.80K","0.04%"
"27-10-2022","141.85","142.40","142.90","139.10","524.26K","0.18%"
"25-10-2022","141.60","143.00","143.00","139.00","426.23K","0.04%"
"24-10-2022","141.55","142.20","142.50","140.55","171.76K","1.72%"
"21-10-2022","139.15","140.00","144.00","137.75","618.42K","0.04%"
"20-10-2022","139.10","142.50","142.50","138.70","319.17K","-1.59%"
"19-10-2022","141.35","143.05","143.90","138.00","821.54K","-1.64%"
"18-10-2022","143.70","140.40","145.60","140.00","1.13M","3.60%"
"17-10-2022","138.70","139.20","143.50","135.75","1.03M","-0.11%"
"14-10-2022","138.85","144.90","145.70","138.25","686.74K","-2.46%"
"13-10-2022","142.35","143.05","145.30","140.15","536.79K","-0.25%"
"12-10-2022","142.70","146.00","147.00","142.40","922.60K","-4.77%"
"11-10-2022","149.85","154.35","155.75","149.85","907.92K","-4.98%"
"10-10-2022","157.70","156.00","159.15","155.00","1.68M","4.02%"
"07-10-2022","151.60","149.60","151.60","146.80","787.01K","4.99%"
"06-10-2022","144.40","138.00","144.40","136.60","708.23K","4.98%"
"04-10-2022","137.55","138.00","139.80","136.10","423.87K","1.55%"
"03-10-2022","135.45","137.50","139.90","135.00","646.76K","-0.91%"
"30-09-2022","136.70","137.00","140.00","134.00","672.17K","-0.69%"
"29-09-2022","137.65","139.50","141.40","136.00","460.44K","0.95%"
"28-09-2022","136.35","137.50","143.00","135.30","673.61K","-1.45%"
"27-09-2022","138.35","138.95","142.00","136.00","489.74K","0.84%"
"26-09-2022","137.20","143.00","144.15","136.95","954.42K","-4.82%"
"23-09-2022","144.15","146.15","147.40","142.65","686.33K","-1.37%"
"22-09-2022","146.15","145.05","152.10","141.50","998.65K","-0.41%"
"21-09-2022","146.75","154.45","155.00","146.75","1.20M","-4.99%"
"20-09-2022","154.45","153.50","157.70","151.50","817.93K","1.75%"
"19-09-2022","151.80","158.00","159.05","150.00","955.46K","-2.91%"
"16-09-2022","156.35","154.00","159.80","152.50","1.49M","1.23%"
"15-09-2022","154.45","158.00","161.30","150.30","1.74M","-1.91%"
"14-09-2022","157.45","157.60","166.00","157.25","1.83M","-4.86%"
"13-09-2022","165.50","172.90","173.00","165.50","1.40M","-4.99%"
"12-09-2022","174.20","167.00","178.00","165.30","8.49M","7.23%"
"09-09-2022","162.45","180.00","181.00","162.30","9.76M","-9.90%"
"08-09-2022","180.30","182.70","186.50","179.30","4.69M","-0.22%"
"07-09-2022","180.70","178.05","187.35","177.70","6.18M","1.09%"
"06-09-2022","178.75","184.35","186.40","176.40","6.70M","-2.16%"
"05-09-2022","182.70","180.20","193.80","175.00","20.71M","1.98%"
"02-09-2022","179.15","196.85","201.35","176.35","28.62M","-7.58%"
"01-09-2022","193.85","161.00","194.40","160.40","39.08M","19.66%"
"30-08-2022","162.00","160.95","164.95","158.10","7.92M","2.05%"
"29-08-2022","158.75","152.80","168.60","151.65","19.84M","0.89%"
"26-08-2022","157.35","141.45","164.40","141.05","29.00M","12.59%"
"25-08-2022","139.75","141.50","143.25","138.30","3.06M","0.04%"
"24-08-2022","139.70","135.00","144.45","134.70","6.96M","0.72%"
"23-08-2022","138.70","140.40","144.30","135.55","6.31M","-1.42%"
"22-08-2022","140.70","135.00","146.45","134.80","14.00M","3.76%"
"19-08-2022","135.60","130.90","138.60","130.20","10.44M","4.39%"
"18-08-2022","129.90","122.55","133.60","122.05","8.98M","6.65%"
"17-08-2022","121.80","117.10","123.45","116.35","3.66M","4.50%"
"16-08-2022","116.55","116.40","118.30","115.90","1.57M","1.22%"
"12-08-2022","115.15","115.50","118.20","114.60","1.75M","-0.17%"
"11-08-2022","115.35","118.25","118.70","114.50","1.63M","-1.87%"
"10-08-2022","117.55","116.50","119.80","114.50","2.83M","1.47%"
"08-08-2022","115.85","120.85","120.85","114.40","2.70M","-3.46%"
"05-08-2022","120.00","122.00","124.00","119.05","1.74M","-1.11%"
"04-08-2022","121.35","125.90","126.65","116.20","2.99M","-2.96%"
"03-08-2022","125.05","128.85","129.90","124.15","3.06M","-2.84%"
"02-08-2022","128.70","122.90","131.45","122.20","6.26M","4.42%"
"01-08-2022","123.25","117.25","124.60","115.80","4.58M","5.25%"
"29-07-2022","117.10","114.50","119.00","110.70","3.15M","2.49%"
"28-07-2022","114.25","117.50","117.70","113.50","1.52M","-1.38%"
"27-07-2022","115.85","115.20","119.90","114.50","4.30M","1.71%"
"26-07-2022","113.90","104.25","121.80","104.00","13.61M","9.26%"
"25-07-2022","104.25","104.50","104.95","103.50","913.59K","-0.24%"
"22-07-2022","104.50","106.40","107.00","103.65","1.21M","-1.23%"
"21-07-2022","105.80","104.65","107.00","103.80","1.90M","1.34%"
"20-07-2022","104.40","103.60","106.00","102.80","1.91M","2.05%"
"19-07-2022","102.30","101.75","104.60","100.70","1.98M","0.05%"
"18-07-2022","102.25","101.10","103.00","101.00","1.14M","2.82%"
"15-07-2022","99.45","100.35","101.15","98.80","773.18K","-0.95%"
"14-07-2022","100.40","102.80","102.80","99.50","863.78K","-1.23%"
"13-07-2022","101.65","103.30","103.85","101.00","1.37M","-0.93%"
"12-07-2022","102.60","100.70","105.50","100.05","2.25M","1.23%"
"11-07-2022","101.35","95.00","102.80","94.20","3.02M","6.91%"
"08-07-2022","94.80","95.70","95.85","93.50","1.36M","-0.11%"
"07-07-2022","94.90","92.90","95.90","91.90","1.53M","3.43%"
"06-07-2022","91.75","93.20","93.40","91.30","533.62K","-1.50%"
"05-07-2022","93.15","95.00","95.95","92.60","839.57K","-1.43%"
"04-07-2022","94.50","92.15","94.90","91.10","1.05M","3.73%"
"01-07-2022","91.10","90.60","91.85","88.25","1.18M","0.55%"
"30-06-2022","90.60","92.25","93.40","90.40","715.39K","-1.63%"
"29-06-2022","92.10","91.50","94.85","91.10","1.13M","-0.11%"
"28-06-2022","92.20","92.75","93.25","91.60","852.56K","-0.97%"
"27-06-2022","93.10","92.00","95.00","91.65","1.49M","2.65%"
"24-06-2022","90.70","91.50","92.50","90.45","1.13M","0.44%"
"23-06-2022","90.30","92.00","93.75","89.20","1.44M","-0.99%"
"22-06-2022","91.20","93.90","95.00","90.50","1.21M","-3.49%"
"21-06-2022","94.50","91.90","94.90","89.50","1.73M","4.25%"
"20-06-2022","90.65","95.80","96.65","80.80","2.74M","-5.18%"
"17-06-2022","95.60","95.55","97.45","94.55","1.73M","0.21%"
"16-06-2022","95.40","97.00","98.90","94.20","3.44M","-0.10%"
"15-06-2022","95.50","97.85","99.10","95.00","2.20M","-0.26%"
"14-06-2022","95.75","97.00","101.40","95.15","2.33M","-1.24%"
"13-06-2022","96.95","100.90","101.60","95.75","2.25M","-6.42%"
"10-06-2022","103.60","103.50","105.70","102.75","1.52M","-0.81%"
"09-06-2022","104.45","104.95","106.40","103.20","1.13M","-0.38%"
"08-06-2022","104.85","106.20","109.50","104.10","4.50M","-0.62%"
"07-06-2022","105.50","105.20","108.95","104.00","1.80M","0.33%"
"06-06-2022","105.15","107.75","107.80","104.00","1.00M","-1.36%"
"03-06-2022","106.60","111.05","111.05","105.20","1.45M","-2.47%"
"02-06-2022","109.30","107.95","111.30","107.80","1.50M","1.16%"
"01-06-2022","108.05","110.00","111.20","107.10","2.02M","0.09%"
"31-05-2022","107.95","102.00","109.80","101.60","3.29M","5.27%"
"30-05-2022","102.55","100.85","104.40","100.25","1.06M","2.70%"
"27-05-2022","99.85","101.60","102.30","99.00","1.10M","-0.50%"
"26-05-2022","100.35","101.45","101.90","94.40","1.41M","-0.30%"
"25-05-2022","100.65","102.05","102.60","99.00","1.44M","-0.25%"
"24-05-2022","100.90","102.50","102.85","100.40","959.80K","-0.79%"
"23-05-2022","101.70","105.35","105.35","100.65","906.99K","-2.21%"
"20-05-2022","104.00","105.00","106.70","103.10","1.50M","1.86%"
"19-05-2022","102.10","99.05","103.10","99.05","1.58M","-1.92%"
"18-05-2022","104.10","107.40","109.50","103.25","1.70M","-2.76%"
"17-05-2022","107.05","99.90","108.10","99.20","3.03M","8.90%"
"16-05-2022","98.30","98.00","101.00","96.05","2.29M","-3.67%"
"13-05-2022","102.05","104.55","107.00","101.00","2.31M","1.14%"
"12-05-2022","100.90","102.00","107.80","96.40","3.03M","-0.10%"
"11-05-2022","101.00","109.95","112.20","99.00","2.97M","-6.65%"
"10-05-2022","108.20","113.30","116.00","106.00","1.65M","-3.65%"
"09-05-2022","112.30","111.45","115.00","105.00","2.00M","0.90%"
"06-05-2022","111.30","112.95","113.00","110.00","1.72M","-3.30%"
"05-05-2022","115.10","118.00","122.25","114.25","2.59M","-0.86%"
"04-05-2022","116.10","125.00","126.35","112.95","2.21M","-6.56%"
"02-05-2022","124.25","124.00","127.00","122.05","1.53M","0.57%"
"29-04-2022","123.55","122.20","126.50","119.00","2.75M","2.45%"
"28-04-2022","120.60","123.00","125.85","120.00","1.45M","-1.95%"
"27-04-2022","123.00","120.00","124.70","118.50","2.64M","1.49%"
"26-04-2022","121.20","125.90","126.80","118.20","1.79M","-1.66%"
"25-04-2022","123.25","127.00","128.45","121.70","1.83M","-4.38%"
"22-04-2022","128.90","128.00","132.70","127.05","2.45M","-1.07%"
"21-04-2022","130.30","127.45","134.00","124.35","4.25M","3.62%"
"20-04-2022","125.75","126.00","128.60","123.30","2.76M","1.74%"
"19-04-2022","123.60","120.50","131.50","120.40","4.87M","3.39%"
"18-04-2022","119.55","123.00","123.50","117.65","1.21M","-3.12%"
"13-04-2022","123.40","123.60","127.00","122.25","1.65M","0.37%"
"12-04-2022","122.95","125.00","126.40","121.00","1.98M","-2.30%"
"11-04-2022","125.85","126.90","130.45","125.10","1.56M","-0.71%"
"08-04-2022","126.75","126.00","131.50","126.00","2.97M","1.28%"
"07-04-2022","125.15","136.50","138.60","124.00","5.35M","-8.08%"
"06-04-2022","136.15","132.00","139.10","130.15","5.62M","3.03%"
"05-04-2022","132.15","125.90","134.95","123.85","6.93M","5.97%"
"04-04-2022","124.70","123.90","128.50","119.50","5.79M","1.67%"
"01-04-2022","122.65","112.70","123.50","112.30","3.76M","9.22%"
"31-03-2022","112.30","116.25","118.00","110.30","2.45M","-2.18%"
"30-03-2022","114.80","113.00","119.90","111.70","3.89M","3.66%"
"29-03-2022","110.75","102.05","110.75","102.00","7.06M","9.98%"
"28-03-2022","100.70","101.35","106.75","99.15","5.24M","-7.78%"
"25-03-2022","109.20","111.70","114.50","108.10","2.40M","-0.46%"
"24-03-2022","109.70","111.90","114.25","108.90","3.09M","-1.88%"
"23-03-2022","111.80","114.45","115.70","110.10","2.31M","-1.19%"
"22-03-2022","113.15","114.10","116.85","112.10","1.66M","-1.95%"
"21-03-2022","115.40","118.20","118.45","115.00","1.54M","-1.20%"
"17-03-2022","116.80","120.00","121.50","115.65","1.98M","-1.81%"
"16-03-2022","118.95","118.05","119.80","116.05","1.61M","2.94%"
"15-03-2022","115.55","118.40","120.40","112.80","2.07M","-1.45%"
"14-03-2022","117.25","127.50","128.70","116.50","4.13M","-4.29%"
"11-03-2022","122.50","116.90","122.50","115.00","3.80M","9.96%"
"10-03-2022","111.40","111.85","112.90","107.80","3.08M","3.63%"
"09-03-2022","107.50","103.00","109.70","102.30","2.07M","5.65%"
"08-03-2022","101.75","99.00","103.80","98.80","2.50M","2.16%"
"07-03-2022","99.60","101.80","102.70","97.00","2.61M","-3.77%"
"04-03-2022","103.50","105.00","107.10","102.65","1.72M","-2.73%"
"03-03-2022","106.40","110.00","110.95","105.10","1.54M","-1.12%"
"02-03-2022","107.60","101.50","110.80","101.50","2.48M","2.87%"
"28-02-2022","104.60","102.00","106.60","101.15","2.64M","0.00%"
"25-02-2022","104.60","104.00","110.00","103.00","4.21M","2.60%"
"24-02-2022","101.95","108.50","108.50","101.95","3.20M","-9.98%"
"23-02-2022","113.25","116.30","119.70","112.30","2.34M","-0.96%"
"22-02-2022","114.35","111.00","116.75","108.45","4.01M","1.46%"
"21-02-2022","112.70","120.50","123.75","111.15","3.72M","-6.16%"
"18-02-2022","120.10","114.85","122.65","113.85","3.67M","5.96%"
"17-02-2022","113.35","123.00","127.70","111.80","5.17M","-7.54%"
"16-02-2022","122.60","114.50","123.00","114.30","7.11M","9.61%"
"15-02-2022","111.85","111.10","119.00","108.55","13.73M","-7.26%"
"14-02-2022","120.60","120.60","120.60","120.60","974.56K","-10.00%"
"11-02-2022","134.00","128.50","141.00","127.50","4.81M","0.68%"
"10-02-2022","133.10","149.40","150.00","133.10","6.16M","-9.98%"
"09-02-2022","147.85","138.70","147.85","133.00","11.46M","9.97%"
"08-02-2022","134.45","140.00","143.80","126.60","12.45M","0.75%"
"07-02-2022","133.45","128.00","133.45","123.00","9.13M","9.97%"
"04-02-2022","121.35","119.60","121.35","118.55","1.58M","4.97%"
"03-02-2022","115.60","111.05","115.60","111.00","1.74M","5.00%"
